entropy,sequentiality,gibberish,string
0.04124732,0.00020798,0.06838771,than the boss himself - it's very easy for a businessman like him to
0.04188471,0.00020262,0.06740194,make mistakes about his employees and judge them more harshly than
0.04070527,0.00023259,0.09025648,he should.  And you're also well aware that we travellers spend
0.04012515,0.00021495,0.07988586,almost the whole year away from the office so that we can very
0.04278908,0.00022750,0.07554595,easily fall victim to gossip and chance and groundless complaints
0.04112765,0.00025821,0.07402059,and it's almost impossible to defend yourself from that sort of
0.04256160,0.00019450,0.08736176,thing we don't usually even hear about them or if at all it's when
0.04292129,0.00017932,0.06965823,we arrive back home exhausted from a trip and that's when we feel
0.04212755,0.00024076,0.06221744,the harmful effects of what's been going on without even knowing
0.04204046,0.00016681,0.07518110,what caused them.  Please don't go away at least first say
0.04112750,0.00022721,0.07338270,something to show that you grant that I'm at least partly right!"
0.04110853,0.00020719,0.07258088,But the chief clerk had turned away as soon as Gregor had started to
0.04407859,0.00019757,0.06357312,speak and with protruding lips only stared back at him over his
0.04168555,0.00022776,0.07437277,trembling shoulders as he left.  He did not keep still for a moment
0.04380334,0.00018299,0.07243791,while Gregor was speaking but moved steadily towards the door
0.04395261,0.00017838,0.06847471,without taking his eyes off him.  He moved very gradually as if
0.04120187,0.00023590,0.08038171,there had been some secret prohibition on leaving the room.  It was
0.03686439,0.00031773,0.09348287,only when he had reached the entrance hall that he made a sudden
0.04168714,0.00021732,0.06901218,movement drew his foot from the living room and rushed forward in
0.04132914,0.00020735,0.07997752,a panic.  In the hall he stretched his right hand far out towards
0.03988912,0.00021551,0.09233736,the stairway as if out there there were some supernatural force
0.03838357,0.00030499,0.09430154,waiting to save him.
0.03956856,0.00027923,0.09286824,Gregor realised that it was out of the question to let the chief
0.04052915,0.00029396,0.07487248,clerk go away in this mood if his position in the firm was not to be
0.04114405,0.00020572,0.09022216,put into extreme danger.  That was something his parents did not
0.04224144,0.00017863,0.08805048,understand very well; over the years they had become convinced that
0.04233127,0.00020181,0.07837635,this job would provide for Gregor for his entire life and besides
0.03970502,0.00023125,0.08356841,they had so much to worry about at present that they had lost sight
0.04039713,0.00021650,0.07554918,of any thought for the future.  Gregor though did think about the
0.04284659,0.00021247,0.07152191,future.  The chief clerk had to be held back calmed down convinced
0.04282228,0.00020059,0.08829279,and finally won over; the future of Gregor and his family depended
0.04105858,0.00022357,0.08414317,on it! If only his sister were here! She was clever; she was already
0.04376818,0.00016622,0.07181146,in tears while Gregor was still lying peacefully on his back.  And
0.04305479,0.00020171,0.08544213,the chief clerk was a lover of women surely she could persuade him;
0.04008881,0.00023401,0.08603818,she would close the front door in the entrance hall and talk him out
0.04168402,0.00020631,0.08075296,of his shocked state.  But his sister was not there Gregor would
0.04224892,0.00022284,0.08653743,have to do the job himself.  And without considering that he still
0.04179687,0.00021516,0.08742584,was not familiar with how well he could move about in his present
0.04207273,0.00024709,0.06739743,state or that his speech still might not - or probably would not -
0.03992911,0.00026007,0.07501816,be understood he let go of the door; pushed himself through the
0.04094132,0.00023916,0.08621944,opening; tried to reach the chief clerk on the landing who
0.04244882,0.00021895,0.07533806,ridiculously was holding on to the banister with both hands; but
0.04250208,0.00020516,0.07974579,Gregor fell immediately over and with a little scream as he sought
0.04129996,0.00021913,0.07317103,something to hold onto landed on his numerous little legs.  Hardly
0.03883694,0.00025805,0.09499203,had that happened than for the first time that day he began to
0.04046593,0.00026439,0.06968562,feel alright with his body; the little legs had the solid ground
0.04095810,0.00019644,0.07759411,under them; to his pleasure they did exactly as he told them; they
0.04008308,0.00023829,0.09422739,were even making the effort to carry him where he wanted to go; and
0.04066977,0.00029143,0.08189736,he was soon believing that all his sorrows would soon be finally at
0.04213289,0.00019787,0.07955704,an end.  He held back the urge to move but swayed from side to side
0.04055324,0.00020979,0.08874753,as he crouched there on the floor.  His mother was not far away in
0.04137039,0.00022887,0.08175827,front of him and seemed at first quite engrossed in herself but
0.04048505,0.00023010,0.06849339,then she suddenly jumped up with her arms outstretched and her
0.04546640,0.00015053,0.06493203,fingers spread shouting: "Help for pity's sake Help!"  The way she
0.03780009,0.00029497,0.08598893,held her head suggested she wanted to see Gregor better but the
0.04208329,0.00021012,0.06298258,unthinking way she was hurrying backwards showed that she did not;
0.03795503,0.00026969,0.09472257,she had forgotten that the table was behind her with all the
0.04196613,0.00021759,0.08345340,breakfast things on it; when she reached the table she sat quickly
0.03952305,0.00022933,0.08040768,down on it without knowing what she was doing; without even seeming
0.03950158,0.00024335,0.07607297,to notice that the coffee pot had been knocked over and a gush of
0.04111788,0.00026494,0.08303210,coffee was pouring down onto the carpet.
0.04390667,0.00017006,0.07045072,"Mother mother" said Gregor gently looking up at her.  He had
0.04087477,0.00026260,0.08490503,completely forgotten the chief clerk for the moment but could not
0.03874545,0.00027042,0.06278275,help himself snapping in the air with his jaws at the sight of the
0.04143086,0.00020448,0.06870962,flow of coffee.  That set his mother screaming anew she fled from
0.03916272,0.00023296,0.09026013,the table and into the arms of his father as he rushed towards her.
0.04189164,0.00020391,0.08443051,Gregor though had no time to spare for his parents now; the chief
0.04055532,0.00022129,0.08068073,clerk had already reached the stairs; with his chin on the banister
0.04149942,0.00021060,0.08005134,he looked back for the last time.  Gregor made a run for him; he
0.04240886,0.00021846,0.08498966,wanted to be sure of reaching him; the chief clerk must have
0.04068388,0.00023386,0.07490042,expected something as he leapt down several steps at once and
0.04165733,0.00021974,0.08794158,disappeared; his shouts resounding all around the staircase.  The
0.04370004,0.00022259,0.06810540,flight of the chief clerk seemed unfortunately to put Gregor's
0.04041387,0.00022561,0.09052030,father into a panic as well.  Until then he had been relatively self
0.04238083,0.00022631,0.06904149,controlled but now instead of running after the chief clerk
0.04093490,0.00022228,0.07395404,himself or at least not impeding Gregor as he ran after him
0.04114071,0.00023493,0.07806454,Gregor's father seized the chief clerk's stick in his right hand
0.04054560,0.00024686,0.08353737,(the chief clerk had left it behind on a chair along with his hat
0.04393147,0.00018978,0.06827922,and overcoat) picked up a large newspaper from the table with his
0.04345432,0.00017589,0.07379473,left and used them to drive Gregor back into his room stamping his
0.03995082,0.00023534,0.08197961,foot at him as he went.  Gregor's appeals to his father were of no
0.04318170,0.00021759,0.06374782,help his appeals were simply not understood however much he humbly
0.04001373,0.00025267,0.08674663,turned his head his father merely stamped his foot all the harder.
0.04197892,0.00021826,0.08780997,Across the room despite the chilly weather Gregor's mother had
0.04016849,0.00021406,0.08614295,pulled open a window leant far out of it and pressed her hands to
0.04093198,0.00021397,0.07131051,her face.  A strong draught of air flew in from the street towards
0.04094715,0.00018968,0.06923749,the stairway the curtains flew up the newspapers on the table
0.04078373,0.00024255,0.07715333,fluttered and some of them were blown onto the floor.  Nothing would
0.04267544,0.00022613,0.07341701,stop Gregor's father as he drove him back making hissing noises at
0.04159428,0.00021980,0.07704897,him like a wild man.  Gregor had never had any practice in moving
0.04217236,0.00020141,0.05456897,backwards and was only able to go very slowly.  If Gregor had only
0.04076155,0.00026937,0.07464667,been allowed to turn round he would have been back in his room
0.03855743,0.00025588,0.07751629,straight away but he was afraid that if he took the time to do that
0.04093926,0.00020734,0.09778191,his father would become impatient and there was the threat of a
0.04115345,0.00022232,0.07911503,lethal blow to his back or head from the stick in his father's hand
0.04269021,0.00017200,0.07685838,any moment.  Eventually though Gregor realised that he had no
0.04079154,0.00026017,0.08627089,choice as he saw to his disgust that he was quite incapable of
0.04269623,0.00017336,0.07643538,going backwards in a straight line; so he began as quickly as
0.04295818,0.00021535,0.08530818,possible and with frequent anxious glances at his father to turn
0.04381635,0.00017858,0.06883418,himself round.  It went very slowly but perhaps his father was able
0.03777407,0.00033271,0.08532073,to see his good intentions as he did nothing to hinder him in fact
0.04057049,0.00022654,0.07915680,now and then he used the tip of his stick to give directions from a
0.04186023,0.00018402,0.07992212,distance as to which way to turn.  If only his father would stop
0.04516262,0.00015499,0.07992128,that unbearable hissing! It was making Gregor quite confused.  When
0.04030286,0.00025223,0.08185524,he had nearly finished turning round still listening to that
0.04145587,0.00023253,0.07728734,hissing he made a mistake and turned himself back a little the way
0.03995547,0.00025987,0.08938216,he had just come.  He was pleased when he finally had his head in
0.03906031,0.00024722,0.07362857,front of the doorway but then saw that it was too narrow and his
0.04167761,0.00024788,0.06524107,body was too broad to get through it without further difficulty.  In
0.04134644,0.00023618,0.07132708,his present mood it obviously did not occur to his father to open
0.04028787,0.00023017,0.08352015,the other of the double doors so that Gregor would have enough space
0.04168555,0.00019570,0.07396664,to get through.  He was merely fixed on the idea that Gregor should
0.04346040,0.00019188,0.07540125,be got back into his room as quickly as possible.  Nor would he ever
0.04158166,0.00022015,0.07839142,have allowed Gregor the time to get himself upright as preparation
0.04199719,0.00021017,0.07686097,for getting through the doorway.  What he did making more noise
0.03949070,0.00023225,0.08806942,than ever was to drive Gregor forwards all the harder as if there
0.04052029,0.00020465,0.09055510,had been nothing in the way; it sounded to Gregor as if there was
0.03969427,0.00023227,0.08852149,now more than one father behind him; it was not a pleasant
0.04380998,0.00018942,0.07240887,experience and Gregor pushed himself into the doorway without
0.04302576,0.00017381,0.06666229,regard for what might happen.  One side of his body lifted itself
0.04045029,0.00022184,0.09009537,he lay at an angle in the doorway one flank scraped on the white
0.04383913,0.00018194,0.06705154,door and was painfully injured leaving vile brown flecks on it
0.03944918,0.00022964,0.08733536,soon he was stuck fast and would not have been able to move at all
0.04137806,0.00025368,0.08311718,by himself the little legs along one side hung quivering in the air
0.04028916,0.00025570,0.10004968,while those on the other side were pressed painfully against the
0.04220580,0.00021320,0.08467698,ground.  Then his father gave him a hefty shove from behind which
0.04071432,0.00025217,0.07950998,released him from where he was held and sent him flying and heavily
0.04191234,0.00023427,0.06726621,bleeding deep into his room.  The door was slammed shut with the
0.04137079,0.00022872,0.09239499,stick then finally all was quiet.
0.04009355,0.00020329,0.07692315,It was not until it was getting dark that evening that Gregor awoke
0.04229394,0.00021772,0.05494906,from his deep and coma-like sleep.  He would have woken soon
0.03984066,0.00023100,0.06133394,afterwards anyway even if he hadn't been disturbed as he had had
0.04127889,0.00023749,0.07278461,enough sleep and felt fully rested.  But he had the impression that
0.03937494,0.00025350,0.08860188,some hurried steps and the sound of the door leading into the front
0.04341506,0.00020831,0.06840749,room being carefully shut had woken him.  The light from the
0.03920213,0.00027547,0.09215774,electric street lamps shone palely here and there onto the ceiling
0.04205588,0.00017829,0.07712662,and tops of the furniture but down below where Gregor was it was
0.04434362,0.00018312,0.06447353,dark.  He pushed himself over to the door feeling his way clumsily
0.03973782,0.00023008,0.07621777,with his antennae - of which he was now beginning to learn the value
0.03983042,0.00027185,0.08795045,- in order to see what had been happening there.  The whole of his
0.04129404,0.00023508,0.07696612,left side seemed like one painfully stretched scar  and he limped
0.04057103,0.00024025,0.05509053,badly on his two rows of legs.  One of the legs had been badly
0.04137715,0.00022545,0.07316707,injured in the events of that morning - it was nearly a miracle that
0.04055952,0.00033117,0.06321982,only one of them had been - and dragged along lifelessly.
0.03790510,0.00028702,0.08857231,It was only when he had reached the door that he realised what it
0.04066592,0.00023169,0.07327689,actually was that had drawn him over to it; it was the smell of
0.04017173,0.00020917,0.09231647,something to eat.  By the door there was a dish filled with
0.04095161,0.00025163,0.06383377,sweetened milk with little pieces of white bread floating in it.  He
0.03979340,0.00028011,0.08830271,was so pleased he almost laughed as he was even hungrier than he
0.03968001,0.00027486,0.08273369,had been that morning and immediately dipped his head into the
0.04258913,0.00021799,0.06821891,milk nearly covering his eyes with it.  But he soon drew his head
0.04018490,0.00031841,0.08605546,back again in disappointment; not only did the pain in his tender
0.03991635,0.00023521,0.07295804,left side make it difficult to eat the food - he was only able to
0.04192446,0.00021568,0.06481934,eat if his whole body worked together as a snuffling whole - but the
0.03998477,0.00024653,0.07657199,milk did not taste at all nice.  Milk like this was normally his
0.04134703,0.00022421,0.08882427,favourite drink and his sister had certainly left it there for him
0.04246151,0.00018019,0.06904823,because of that but he turned almost against his own will away
0.04090519,0.00023889,0.07924792,from the dish and crawled back into the centre of the room.
0.04025092,0.00023920,0.07912794,Through the crack in the door Gregor could see that the gas had
0.04186404,0.00022453,0.08432837,been lit in the living room.  His father at this time would normally
0.04097424,0.00022132,0.08895556,be sat with his evening paper reading it out in a loud voice to
0.04042118,0.00022643,0.09274192,Gregor's mother and sometimes to his sister but there was now not
0.04184858,0.00020746,0.08300024,a sound to be heard.  Gregor's sister would often write and tell him
0.04041950,0.00023262,0.08413525,about this reading but maybe his father had lost the habit in
0.04164309,0.00020995,0.09328462,recent times.  It was so quiet all around too even though there
0.04076731,0.00023215,0.08710198,must have been somebody in the flat.  "What a quiet life it is the
0.04337844,0.00017671,0.07305798,family lead" said Gregor to himself and gazing into the darkness
0.03910760,0.00027227,0.09336535,felt a great pride that he was able to provide a life like that in
0.04192950,0.00018939,0.08602436,such a nice home for his sister and parents.  But what now if all
0.04124748,0.00025087,0.08101887,this peace and wealth and comfort should come to a horrible and
0.04048952,0.00019161,0.08729225,frightening end? That was something that Gregor did not want to
0.04254118,0.00018982,0.07053975,think about too much so he started to move about crawling up and
0.04072975,0.00023770,0.08808185,Once during that long evening the door on one side of the room was
0.04156318,0.00019144,0.06821203,opened very slightly and hurriedly closed again; later on the door
0.03517092,0.00034407,0.08975472,on the other side did the same; it seemed that someone needed to
0.03898554,0.00026289,0.08131560,enter the room but thought better of it.  Gregor went and waited
0.04076865,0.00024424,0.08568030,immediately by the door resolved either to bring the timorous
0.03830321,0.00026980,0.09318274,visitor into the room in some way or at least to find out who it
0.04053073,0.00018888,0.08573491,was; but the door was opened no more that night and Gregor waited in
0.04242187,0.00023406,0.08901755,vain.  The previous morning while the doors were locked everyone had
0.03844629,0.00026385,0.08047396,wanted to get in there to him but now now that he had opened up
0.03999602,0.00024428,0.07876481,one of the doors and the other had clearly been unlocked some time
0.04135679,0.00022771,0.09412015,during the day no-one came and the keys were in the other sides.
0.03808642,0.00029459,0.08083732,It was not until late at night that the gaslight in the living room
0.03804961,0.00026195,0.08485917,was put out and now it was easy to see that his parents and sister had
0.04016454,0.00021340,0.07737904,stayed awake all that time as they all could be distinctly heard as
0.04074679,0.00019650,0.06225276,they went away together on tip-toe.  It was clear that no-one would
0.04191705,0.00020928,0.08040152,come into Gregor's room any more until morning; that gave him plenty
0.04211839,0.00021292,0.07253108,of time to think undisturbed about how he would have to re-arrange
0.04135812,0.00021850,0.08282692,his life.  For some reason the tall empty room where he was forced
0.03923717,0.00023862,0.08080691,to remain made him feel uneasy as he lay there flat on the floor
0.04160289,0.00021958,0.07074085,even though he had been living in it for five years.  Hardly aware
0.03938052,0.00023198,0.07986945,of what he was doing other than a slight feeling of shame he
0.04221108,0.00019663,0.08471141,hurried under the couch.  It pressed down on his back a little and
0.03933767,0.00024833,0.09177106,he was no longer able to lift his head but he nonetheless felt
0.03982008,0.00025706,0.07454286,immediately at ease and his only regret was that his body was too
0.03886610,0.00029249,0.07282504,broad to get it all underneath.
0.03891516,0.00027820,0.10641044,He spent the whole night there.  Some of the time he passed in a
0.04353940,0.00020334,0.06138848,light sleep although he frequently woke from it in alarm because of
0.04104574,0.00021032,0.09652941,his hunger and some of the time was spent in worries and vague
0.04281830,0.00016480,0.08305767,hopes which however always led to the same conclusion: for the
0.04068111,0.00024209,0.08669188,time being he must remain calm he must show patience and the
0.04153629,0.00020114,0.09207233,greatest consideration so that his family could bear the
0.04061882,0.00026478,0.08744045,unpleasantness that he in his present condition was forced to
0.03551113,0.00047079,0.09314870,impose on them.
0.03848380,0.00031452,0.08105513,Gregor soon had the opportunity to test the strength of his
0.04220388,0.00021366,0.07435503,decisions as early the next morning almost before the night had
0.04024483,0.00022981,0.08285170,ended his sister nearly fully dressed opened the door from the
0.04186948,0.00024556,0.06253737,front room and looked anxiously in.  She did not see him straight
0.03994486,0.00023742,0.08809477,away but when she did notice him under the couch - he had to be
0.04259666,0.00017062,0.06711784,somewhere for God's sake he couldn't have flown away - she was so
0.03918276,0.00027113,0.07451946,shocked that she lost control of herself and slammed the door shut
0.04076356,0.00022892,0.07782343,again from outside.  But she seemed to regret her behaviour as she
0.04016075,0.00022333,0.06782474,opened the door again straight away and came in on tip-toe as if
0.03943105,0.00028863,0.08100024,entering the room of someone seriously ill or even of a stranger.
0.04012855,0.00024387,0.07348918,Gregor had pushed his head forward right to the edge of the couch
0.03980114,0.00022961,0.08099507,and watched her.  Would she notice that he had left the milk as it
0.04251094,0.00020073,0.07858087,was realise that it was not from any lack of hunger and bring him
0.04108687,0.00020753,0.08633644,in some other food that was more suitable? If she didn't do it
0.04009300,0.00023161,0.08201020,herself he would rather go hungry than draw her attention to it
0.03983254,0.00025321,0.07391561,although he did feel a terrible urge to rush forward from under the
0.04200136,0.00024525,0.07847973,couch throw himself at his sister's feet and beg her for something
0.04245644,0.00020569,0.07390296,good to eat.  However his sister noticed the full dish immediately
0.04074419,0.00025324,0.07125126,and looked at it and the few drops of milk splashed around it with
0.04285963,0.00019986,0.06949081,some surprise.  She immediately picked it up - using a rag
0.04192926,0.00020962,0.07263636,not her bare hands - and carried it out.  Gregor was extremely
0.04205102,0.00022680,0.08523518,curious as to what she would bring in its place imagining the
0.04153941,0.00023544,0.08670975,wildest possibilities but he never could have guessed what his
0.04146126,0.00020717,0.07866127,sister in her goodness actually did bring.  In order to test his
0.04214879,0.00020560,0.07734866,taste she brought him a whole selection of things all spread out
0.04217217,0.00018784,0.06942184,on an old newspaper.  There were old half-rotten vegetables; bones
0.04159311,0.00019846,0.09010683,from the evening meal covered in white sauce that had gone hard; a
0.04111336,0.00020308,0.07775548,few raisins and almonds; some cheese that Gregor had declared
0.04095485,0.00020507,0.07606632,inedible two days before; a dry roll and some bread spread with
0.03987507,0.00025157,0.09984998,butter and salt.  As well as all that she had poured some water into
0.04380489,0.00017882,0.08079666,the dish which had probably been permanently set aside for Gregor's
0.04239666,0.00018160,0.09381513,use and placed it beside them.  Then out of consideration for
0.04136192,0.00021033,0.06963556,Gregor's feelings as she knew that he would not eat in front of
0.04013363,0.00022217,0.08275063,her she hurried out again and even turned the key in the lock so
0.04325630,0.00018391,0.07012766,that Gregor would know he could make things as comfortable for
0.04181997,0.00022668,0.07073229,himself as he liked.  Gregor's little legs whirred at last he could
0.04319009,0.00020964,0.06906426,eat.  What's more his injuries must already have completely healed
0.04282383,0.00018120,0.08159468,as he found no difficulty in moving.  This amazed him as more than
0.04120524,0.00023746,0.07401905,a month earlier he had cut his finger slightly with a knife he
0.04141561,0.00022043,0.07210152,thought of how his finger had still hurt the day before yesterday.
0.04187460,0.00016709,0.09813949,"Am I less sensitive than I used to be then?" he thought and was
0.04197217,0.00022879,0.06956766,already sucking greedily at the cheese which had immediately almost
0.04150273,0.00026062,0.08509598,compellingly attracted him much more than the other foods on the
0.04296480,0.00017554,0.07500826,newspaper.  Quickly one after another his eyes watering with
0.03933488,0.00024586,0.10199194,pleasure he consumed the cheese the vegetables and the sauce; the
0.03969238,0.00022477,0.08342419,fresh foods on the other hand he didn't like at all and even
0.03917770,0.00025868,0.07923493,dragged the things he did want to eat a little way away from them
0.04203647,0.00020825,0.08092612,because he couldn't stand the smell.  Long after he had finished
0.04160745,0.00022878,0.07453090,eating and lay lethargic in the same place his sister slowly turned
0.04057812,0.00021694,0.07145760,the key in the lock as a sign to him that he should withdraw.  He
0.04103782,0.00026344,0.06471208,was immediately startled although he had been half asleep and he
0.04152676,0.00022160,0.07171318,hurried back under the couch.  But he needed great self-control to
0.03745622,0.00028661,0.10126443,stay there even for the short time that his sister was in the room
0.04023629,0.00021277,0.07414561,as eating so much food had rounded out his body a little and he
0.04397283,0.00016435,0.06698705,could hardly breathe in that narrow space.  Half suffocating he
0.04238850,0.00022453,0.05943817,watched with bulging eyes as his sister unselfconsciously took a
0.04274643,0.00022754,0.06149796,broom and swept up the left-overs mixing them in with the food he
0.04060009,0.00021470,0.08666486,had not even touched at all as if it could not be used any more.
0.04232809,0.00023243,0.07805204,She quickly dropped it all into a bin closed it with its wooden
0.04176529,0.00021133,0.06670065,lid and carried everything out.  She had hardly turned her back
0.04063666,0.00019949,0.09128009,before Gregor came out again from under the couch and stretched
0.04101821,0.00020277,0.06732037,This was how Gregor received his food each day now once in the
0.04000995,0.00024476,0.08579288,morning while his parents and the maid were still asleep and the
0.03909398,0.00023722,0.07914101,second time after everyone had eaten their meal at midday as his
0.04137393,0.00023083,0.07571405,parents would sleep for a little while then as well and Gregor's
0.04152983,0.00019211,0.08817623,sister would send the maid away on some errand.  Gregor's father and
0.04148455,0.00020577,0.08242001,mother certainly did not want him to starve either but perhaps it
0.04021348,0.00021060,0.09582829,would have been more than they could stand to have any more
0.04182801,0.00022688,0.07487123,experience of his feeding than being told about it and perhaps his
0.03885784,0.00024281,0.10377626,sister wanted to spare them what distress she could as they were
0.03740536,0.00037685,0.06860570,indeed suffering enough.
0.04220775,0.00020979,0.08339587,It was impossible for Gregor to find out what they had told the
0.03948581,0.00026979,0.07713283,doctor and the locksmith that first morning to get them out of the
0.04314621,0.00019791,0.07021461,flat.  As nobody could understand him nobody not even his sister
0.03806223,0.00025726,0.10155181,thought that he could understand them so he had to be content to
0.03927844,0.00026983,0.08509137,hear his sister's sighs and appeals to the saints as she moved about
0.04141255,0.00021151,0.08623305,his room.  It was only later when she had become a little more used
0.04069160,0.00021970,0.08918160,to everything - there was of course no question of her ever
0.04298723,0.00019600,0.07887632,becoming fully used to the situation - that Gregor would sometimes
0.04035046,0.00024404,0.08924195,catch a friendly comment or at least a comment that could be
0.04393236,0.00018505,0.06878211,construed as friendly.  "He's enjoyed his dinner today" she might
0.04080628,0.00023732,0.07423078,say when he had diligently cleared away all the food left for him
0.04076851,0.00022284,0.07704632,or if he left most of it which slowly became more and more
0.04448352,0.00016476,0.06376645,frequent she would often say sadly "now everything's just been
0.03760454,0.00043137,0.08935824,left there again".
0.04274840,0.00017372,0.06821756,Although Gregor wasn't able to hear any news directly he did listen
0.04041421,0.00024741,0.08003620,to much of what was said in the next rooms and whenever he heard
0.04178948,0.00021713,0.07521359,anyone speaking he would scurry straight to the appropriate door and
0.04322733,0.00020025,0.08395124,press his whole body against it.  There was seldom any conversation
0.04197892,0.00018945,0.08002882,especially at first that was not about him in some way even if
0.04119141,0.00020950,0.07507359,only in secret.  For two whole days all the talk at every mealtime
0.04071432,0.00019035,0.07046489,was about what they should do now; but even between meals they spoke
0.03858633,0.00023718,0.07876251,about the same subject as there were always at least two members of
0.03972499,0.00021664,0.07878864,the family at home - nobody wanted to be at home by themselves and
0.04090416,0.00021943,0.08978168,it was out of the question to leave the flat entirely empty.  And on
0.04021770,0.00024506,0.08841796,the very first day the maid had fallen to her knees and begged
0.04174942,0.00019013,0.08661214,Gregor's mother to let her go without delay.  It was not very clear
0.04140267,0.00022633,0.07282788,how much she knew of what had happened but she left within a quarter
0.04288356,0.00020086,0.07660241,of an hour tearfully thanking Gregor's mother for her dismissal as
0.03871031,0.00031958,0.08918925,if she had done her an enormous service.  She even swore
0.04004582,0.00025061,0.07868303,emphatically not to tell anyone the slightest about what had
0.04016980,0.00025146,0.06727723,happened even though no-one had asked that of her.
0.04200971,0.00022888,0.07262617,Now Gregor's sister also had to help his mother with the cooking;
0.04095213,0.00024539,0.07871547,although that was not so much bother as no-one ate very much.
0.04161577,0.00022212,0.06603942,Gregor often heard how one of them would unsuccessfully urge another
0.04170312,0.00019518,0.08179864,to eat and receive no more answer than "no thanks I've had enough"
0.04279217,0.00018641,0.07997063,or something similar.  No-one drank very much either.  His sister
0.04219335,0.00024366,0.07977914,would sometimes ask his father whether he would like a beer hoping
0.03838239,0.00025197,0.09889602,for the chance to go and fetch it herself.  When his father then
0.03966073,0.00022774,0.06841884,said nothing she would add so that he would not feel selfish that
0.04091904,0.00022937,0.08582655,she could send the housekeeper for it but then his father would
0.04309332,0.00018492,0.08765544,close the matter with a big loud "No" and no more would be said.
0.04026378,0.00021434,0.10066979,Even before the first day had come to an end his father had
0.04205256,0.00020792,0.09037086,explained to Gregor's mother and sister what their finances and
0.04101235,0.00021605,0.07156429,prospects were.  Now and then he stood up from the table and took
0.04136205,0.00022288,0.06927032,some receipt or document from the little cash box he had saved from
0.04204579,0.00020660,0.07148673,his business when it had collapsed five years earlier.  Gregor heard
0.04031738,0.00023374,0.08000455,how he opened the complicated lock and then closed it again after he
0.03805736,0.00027104,0.09201118,had taken the item he wanted.  What he heard his father say was some
0.03953571,0.00022317,0.06906943,of the first good news that Gregor heard since he had first been
0.03995521,0.00026554,0.07807881,incarcerated in his room.  He had thought that nothing at all
0.04106528,0.00020561,0.08507217,remained from his father's business at least he had never told him
0.04320941,0.00017353,0.06556918,anything different and Gregor had never asked him about it anyway.
0.04142369,0.00023517,0.08202954,Their business misfortune had reduced the family to a state of total
0.04142768,0.00022369,0.08464286,despair and Gregor's only concern at that time had been to arrange
0.04130177,0.00021723,0.08378152,things so that they could all forget about it as quickly as
0.04361403,0.00018745,0.08025971,possible.  So then he started working especially hard with a fiery
0.04105444,0.00022867,0.08201715,vigour that raised him from a junior salesman to a travelling
0.04075529,0.00024156,0.08468508,representative almost overnight bringing with it the chance to earn
0.04333120,0.00019656,0.08174545,money in quite different ways.  Gregor converted his success at work
0.03913902,0.00024716,0.09490007,straight into cash that he could lay on the table at home for the
0.04075106,0.00025643,0.07238640,benefit of his astonished and delighted family.  They had been good
0.03942881,0.00023492,0.09361266,times and they had never come again at least not with the same
0.04132818,0.00019395,0.07978681,splendour even though Gregor had later earned so much that he was
0.04119519,0.00023054,0.09497207,in a position to bear the costs of the whole family and did bear
0.04237066,0.00018038,0.07773798,them.  They had even got used to it both Gregor and the family
0.04134655,0.00019937,0.08464629,they took the money with gratitude and he was glad to provide it
0.04199851,0.00021627,0.07752228,although there was no longer much warm affection given in return.
0.04210848,0.00021446,0.06990102,Gregor only remained close to his sister now.  Unlike him she was
0.04253699,0.00023112,0.08120105,very fond of music and a gifted and expressive violinist it was his
0.03953095,0.00023229,0.08397535,secret plan to send her to the conservatory next year even though it
0.04195819,0.00020399,0.08225129,would cause great expense that would have to be made up for in some
0.04289265,0.00017391,0.07764551,other way.  During Gregor's short periods in town conversation with
0.04073983,0.00022749,0.08542055,his sister would often turn to the conservatory but it was only ever
0.04113450,0.00021472,0.08261739,mentioned as a lovely dream that could never be realised.  Their
0.04151785,0.00022301,0.07539947,parents did not like to hear this innocent talk but Gregor thought
0.03953148,0.00027432,0.08137661,about it quite hard and decided he would let them know what he
0.04236677,0.00021031,0.08227287,planned with a grand announcement of it on Christmas day.
0.03938313,0.00025932,0.08695884,That was the sort of totally pointless thing that went through his
0.03944711,0.00025971,0.09741485,mind in his present state pressed upright against the door and
0.04088764,0.00021683,0.09748627,listening.  There were times when he simply became too tired to
0.04148229,0.00021860,0.08613215,continue listening when his head would fall wearily against the
0.04033405,0.00022073,0.08179194,door and he would pull it up again with a start as even the
0.04101396,0.00022020,0.06970419,slightest noise he caused would be heard next door and they would
0.04293576,0.00019008,0.07950290,all go silent.  "What's that he's doing now" his father would say
0.04043539,0.00019701,0.08421166,after a while clearly having gone over to the door and only then
0.04362541,0.00020567,0.06269532,would the interrupted conversation slowly be taken up again.
0.04138308,0.00021898,0.07599753,When explaining things his father repeated himself several times
0.04161140,0.00020605,0.07866539,partly because it was a long time since he had been occupied with
0.04271745,0.00017998,0.07954062,these matters himself and partly because Gregor's mother did not
0.04200444,0.00021861,0.08044650,understand everything the first time.  From these repeated explanations
0.04135591,0.00021623,0.08191393,Gregor learned to his pleasure that despite all their misfortunes
0.04117977,0.00020966,0.08848484,there was still some money available from the old days.  It was not
0.03854623,0.00025396,0.09883514,a lot but it had not been touched in the meantime and some interest
0.04136605,0.00019324,0.07061920,had accumulated.  Besides that they had not been using up all the
0.04122737,0.00021563,0.07113366,money that Gregor had been bringing home every month keeping only a
